data,,AAXJ,ACWI,ARGT,ASML.AS,BTC-USD,CMIG4,DPM.TO,DXJ,GOOGL,HGCR11.SA,HGLG11.SA,IAU,IBKR,IBM,IEUR,ITUB4.SA,IVVB11.SA,KNCR11.SA,KO,META,MSFT,NVDA,QQQ,SHV,SIVR,SPY,TAEE11.SA,TSLA,TSM,TTWO,VALE3.SA,VOW3.DE,VRSN,VWRA.L,XPML11.SA,^BVSP,^GSPC,^NDX,^SP500TR,^XNDX,BRL=X,CADBRL=X,EURBRL=X,GBPBRL=X,GC=F
2025-11-14,,"93,91",,"91,01","874,1","94397,79","11,24","33,5","139,12","276,41","91,87","159,65","76,98","66,03",,"69,16","39,4175","401,1","104,42","71,16","609,46","510,18","190,17","608,86","110,29","48,22","671,93",45,"404,35","284,82","235,03","65,27","97,66","252,88","166,92","106,99",157739,"6734,11",,"14947,52",,"5,2965","3,771","6,1538","6,9667",
2025-11-15,,,,,,"95549,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-16,,,,,,"94177,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-17,,"92,87",,"90,19","876,4","92093,88","11,53","34,52","137,44","285,02",92,"159,53","76,11","63,41",,"68,34","39,1262","399,7","104,89","70,68","602,01","507,49","186,6","603,66","110,3","47,74","665,67",45,"408,92","282,01","233,58","65,22","96,36","250,19","165,92",107,156993,"6672,41",,"14812,02",,"5,2956","3,774","6,132","6,9589",
2025-11-18,,"92,21",,"90,25","865,6","92948,88","11,46","34,02","135,29","284,28","91,43","159,7","76,69","63,27",,"67,65","38,932","396,15","104,9","71,22","597,69","493,79","181,36","596,31","110,32","48,39","660,08","44,41","401,25","277,91","239,09","65,02","94,7","249,63","163,42","106,1",156522,"6617,32",,"14690,81",,"5,3295","3,79","6,1728","7,0112",
2025-11-19,,"91,85",,"90,48","886,6","91465,99","11,11","34,31","135,94","292,81","91,16",160,"76,78","64,56",,"67,41","38,6893","398,2","105,08","71,11","590,32","487,12","186,52","599,87","110,33","48,75","662,63","43,19","403,99","282,37","240,46","64,95","94,78","245,76","163,2","105,98",155381,"6642,16",,"14746,44",,"5,3215","3,802","6,1576","6,9967",
2025-11-20,,"90,58",,"86,91","889,8","86631,9",,"33,61","134,93","289,45",,,"76,78","61,56",,"66,5",,,,"71,21","589,15","478,43","180,64","585,67","110,34","48,09","652,53",,"395,23","277,5","235,37",,"93,76","248,42","164,18",,,"6538,76",,"14518,95",,"5,3286","3,7906","6,1425","6,9541",
2025-11-21,,"90,55",,"85,58",834,"85090,69","11,01","33,74","136,84","299,66","91,98",160,"76,61","61,05",,"67,46","38,8058","401,69","105,6","72,95","594,25","472,12","178,88","590,07","110,38","47,54","659,03","42,43","391,09","275,06","235,47","65,16","94,72","251,42","161,84","105,9",154770,"6602,99",,"14662,68",,"5,3323","3,7819","6,1463","6,9771",
2025-11-22,,,,,,"84648,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-23,,,,,,"86805,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24,,"91,58",,"86,25","858,8","88270,56","11,2","35,91","137,92","318,58","92,48","159,7","77,84","62,43",,"67,3","38,6602","406,2","105,62","72,59","613,05",474,"182,55","605,16","110,39","48,94","668,73","42,94","417,78","284,64","239,07","65,09","95,56","249,57","164,22",106,155278,"6705,12",,"14889,67",,"5,4021","3,8277","6,1125","7,0671",
2025-11-25,,"91,79",,"88,14","860,3","87341,89","11,27","36,59","138,27","323,44","92,34","159,64","77,83","63,17",,"68,46","38,7476","409,65","105,8","72,61","636,22","476,99","177,82","608,89","110,4","48,96","675,02","42,89","419,4","284,68","241,84","65,6","97,2","255,68","165,1","106,47",155910,"6765,88",,"15025,54",,"5,3868","3,8148","6,1996","7,0605",
2025-11-26,,"92,38",,"90,49","909,3","90518,37","11,45","38,29","140,58","319,95","92,01","159,37","78,44","64,19",,"69,08","39,6602","408,65","105,55","72,88","633,61","485,5","180,26","614,27","110,42","50,79","679,68","43,48","426,58","289,96","243,63","66,58","97,06","252,67","167,56","105,95",158555,"6812,61",,"15129,57",,"5,3794","3,8108","6,215","7,0799",
2025-11-27,,,,,"897,2","91285,38","11,47","38,14",,,"92,45","159,45",,,,,"39,5243","410,4","106,16",,,,,,,,,"43,49",,,,"66,33","97,18",,"167,32","106,12",158292,,,,,"5,3308","3,795","6,1805","7,0606",
2025-11-28,,"92,66",,"93,18","903,4","90919,27","11,5",39,"140,38","320,18","93,34",161,"79,41","65,02",,"69,52","40,4272","411,09","106,39","73,12","647,95","492,01",177,"619,25","110,45","53,71","683,39","43,52","430,17","291,51","246,07","67,4","98,38","251,99","167,92",107,159072,"6849,09",,"15211,14",,"5,3554","3,815","6,2073","7,0907",
2025-11-29,,,,,,"90851,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-30,,,,,,"90394,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01,,"92,52",,"92,42","926,7","86321,57","11,26","38,36","139,43","314,89",92,"160,4","79,81","63,54",,"69,18","40,0971","410,75","105,06","71,95","640,87","486,74","179,92","617,17","110,12","55,14","680,27","42,5","430,14","287,68","249,34","67,92","99,54","251,02","167,66","107,34",158611,"6812,63",,15132,,"5,3354","3,8132","6,168","7,0616",
2025-12-02,,"92,51",,"92,26","939,1","91350,2","11,32","38,93","139,53","315,81","91,99","158,03","79,29","63,59",,"69,47","40,9903","409,35","104,8","70,67","647,1",490,"181,46",622,"110,14","55,78","681,53","42,5","429,24","292,09","246,83","68,48","101,2","253,67","167,34","107,88",161092,"6829,37",,"15169,63",,"5,3558","3,8227","6,2112","7,076",
2025-12-03,,"92,49",,"94,71","963,4","93527,8","11,32","39,07","139,06","319,63","92,99","158,72","79,23","64,96",,"69,93","40,9903","409,31","104,67","70,81","639,6","477,73","179,59","623,52","110,16","55,7","683,89","41,99","446,74","295,45","244,95","70,69","102,85","249,94","168,18","107,32",161755,"6849,72",,"15215,34",,"5,3263","3,81","6,1881","7,0418",
2025-12-04,,"92,32",,"93,13","957,3","92141,63","11,48","39,29","140,51","317,62","93,09","159,09","79,28","65,95",,"69,87",42,"409,85","104,78","70,45","661,53","480,84","183,38","622,94","110,16","54,37","684,39","42,3","454,53","292,93","247,51","71,92","105,45","248,64","168,44","107,5",164456,"6857,12",,"15232,81",,"5,3061","3,7996","6,1843","7,0721",
2025-12-05,,"93,28",,"91,25","951,6","89387,76","11,08","40,18","140,77","321,27","93,6","159,1","79,14","64,5",,"69,85","40,0583","421,4","104,6",70,"673,42","483,16","182,41","625,48","110,2","55,57","685,69","41,21",455,"294,72","247,88","70,22","106,9","249,54","168,88","106,45",157369,"6870,4",,"15264,64",,"5,3093","3,8022","6,1767","7,0621",
2025-12-06,,,,,,"89272,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-07,,,,,,"90405,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-08,,"93,1",,"91,55","963,2","90640,2","11,12","39,29","140,79","313,72","93,01","159,82","78,95","65,81",,"69,7","40,2524","418,82","104,78","70,25","666,8","491,02","185,55","624,28","110,21","55,33","683,63","41,52","439,58","301,87","247,28","69,74","106,35","250,95","168,44","107,04",158187,"6846,51",,"15212,84",,"5,4381","3,9336","6,1615","7,2532",
2025-12-09,,"92,8",,91,"952,9","92691,71","11,07","39,75","142,08","317,08","93,89","159,03","79,34","65,56",,"69,48","40,165","418,65","104,89","70,09","656,96","492,02","184,97","625,05","110,22","57,88","683,04","41,33","445,17","303,41","248,73","69,78","106,85","242,57","168,76","106,9",157981,"6840,51",,"15199,66",,"5,43","3,9162","6,3131","7,2254",
2025-12-10,,"93,75",,"90,38",946,"92020,95","11,02","39,61","142,64","320,21","93,97","158,35","79,67","66,67",,"70,36","38,2913","424,15","104,75","70,21","650,13","478,56","183,78","627,61","110,25","58,82","687,57","41,83","451,45","310,14","246,02","71,06","106,8","242,32","168,58","106,95",159075,"6886,68",,"15302,75",,"5,4315","3,9186","6,3091","7,2202",
2025-12-11,,"93,13",,"91,11","940,9","92511,34","10,95","41,18",143,"312,43","94,67","158,29","80,54","66,06",,"70,88","38,2621","419,85","105,25","69,11","652,71","483,47","180,93","625,58","110,27","60,47","689,17","41,54","446,89","304,85","242,41",72,"107,15","244,07","169,34","106,7",159189,6901,,"15334,74",,"5,4698","3,9619","6,3939","7,3243",
2025-12-12,,"91,88",,"90,44","925,3","90270,41","11,12","40,44","143,21","309,29","94,75","157,88","80,99","64,15",,"70,45","38,6019","416,76","105,48","70,52","644,23","478,53","175,02","613,62","110,3","58,86","681,76","41,77","458,96","292,04","241,47","68,61","108,6",242,"168,04","106,86",160766,"6827,41",,"15172,13",,"5,4055","3,9209","6,3412","7,2387",
2025-12-13,,,,,,"90298,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-14,,,,,,"88175,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15,,"91,63",,"89,96",931,"86419,78","11,23","40,67","144,76","308,22","94,74","156,31","81,08","62,87",,"70,87","39,1845","415,75","105,57","70,97","647,51","474,82","176,29","610,54","110,32","60,99","680,73","42,5","475,31","287,74","244,56","69,03","107,4","241,88","168,7","107,45",162482,"6816,51",,"15150,46",,"5,4182","3,9318","6,315","7,245",
2025-12-16,,"89,97",,"88,72","908,6","87843,98","10,99","41,6","142,27","306,57","95,43","156,31","81,08","63,06",,"69,83","38,1748",418,"105,72","70,37","657,15","476,39","177,72","611,75","110,33","60,61","678,87","41,31","489,88","286,87","244,53","69,29","106,7","242,25","167,58","107,13",158578,"6800,26",,"15114,92",,"5,4134","3,9283","6,3573","7,2359",
2025-12-17,,"89,36",,"87,92",874,"86143,76","10,97","40,98","141,56","296,72","94,93","156,3","81,76","62,45",,"69,43","37,8349","417,17","105,34","70,67","649,5","476,12","170,94","600,41","110,34","63,28","671,4","40,6","467,26","276,96","240,55","70,17","104,75","243,12","166,72","106,26",157327,"6721,43",,"14940,01",,"5,5075","3,9995","6,4641","7,3936",
2025-12-18,,"90,35",,"91,11","892,7","85462,51","10,97","42,22","141,56","302,46",95,"156,02","81,63","62,94",,"70,01","38,0291","420,5","105,58","70,36","664,45","483,98","174,14","609,11","110,36","62,25","676,47","40,34","483,37","284,68","246,65","70,35","104,5","244,39","168,4","106,86",157923,"6774,76",,"15058,71",,"5,5185","3,9987","6,4725","7,3692",
2025-12-19,,"91,34",,"91,31","901,6","88103,38","11,08","42,92","144,58","307,16","95,47","157,6","81,71","64,26",,"70,33","38,3786","425,9","105,13","70,06","658,77","485,92","180,99","617,05","110,02","63,98","680,59","40,88","481,2","288,95","247,4","70,85","104,05","244,03","168,92","107,69",158473,"6834,5",,"15191,85",,"5,5213","4,0048","6,4683","7,3908",
2025-12-20,,,,,,88344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-21,,,,,,"88621,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22,,"91,86",,"91,66",896,"88490,02","11,04","43,88","144,09","309,78","95,83","158,2","83,59","65,8",,"70,64","38,4563","432,15","106,75","70,21","661,5","484,92","183,69","619,21","110,04","65,59","684,83","40,31","488,73","293,28","248,58","72,92","104,15","246,16","169,76","108,21",158142,"6878,49",,"15290,55",,"5,5398","4,009","6,443","7,4106",
2025-12-23,,"92,26",,"92,03","903,2",87414,"11,15","43,63","144,61","314,35","97,32","158,5","84,68","65,96",,"70,9","39,0874","429,5","106,55","69,87","664,94","486,85","189,21","622,11","110,04","68,08","687,96","40,77","485,56","296,95","249,23","72,9","103,75","245,08","170,5","108,9",160456,"6909,79",,"15360,18",,"5,59","4,0645","6,5703","7,527",
2025-12-24,,"92,48",,"92,18",899,"87611,96",,"43,28","143,78","314,09",,,"84,34","65,98",,"71,05",,,,"70,11","667,55","488,02","188,61","623,93","110,07","68,49","690,38",,"485,4","298,8","251,6",,,"245,75","170,76",,,"6932,05",,"15409,7",,"5,5185","4,0277","6,502","7,446",
2025-12-25,,,,,,"87234,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26,,"93,26",,"92,87",,"87301,43","11,12",,"143,63","313,51","97,83","157,85","85,34","66,16",,"71,26","39,1","431,7","107,26","69,87","663,29","487,71","190,53","623,89","110,11","74,66","690,31","41,36","475,19","302,84","256,09","73,12",,"246,32",,"108,18",160897,"6929,94",,"15406,48",,"5,5195","4,033","6,4977","7,4557",
2025-12-27,,,,,,"87802,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-28,,,,,,"87835,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-29,,"93,1",,"92,38","906,8","87138,14","11,08","42,18","143,9","313,56","98,1","157,4","81,61","65,35",,"70,98","38,98","433,08","107,28","70,16","658,69","487,1","188,22","620,87","110,11","69,33","687,85","41,49","459,64","300,92","255,7","72,12","103,05","245,15","170,54","108,07",160490,"6905,74",,"15353,16",,"5,5425","4,0503","6,5189","7,4843",
2025-12-30,,"93,43",,"91,46","918,4","88430,13","11,2","42,65","144,26","313,85","98,01","157,55","81,71",65,,"71,25","39,23","424,2","107,51","70,07","665,95","487,48","187,54","619,43","110,12","72,4","687,01","42,11","454,43","299,58","257,91","71,96","103,55","245,92","171,04","108,06",161125,"6896,24",,"15332,07",,"5,5691","4,0643","6,5488","7,5231",
2025-12-31,,"93,12",,"91,41","921,4","87508,83",,"42,42","144,16",313,,,"81,17","64,31",,"70,98",,,,"69,91","660,09","483,62","186,5","614,31","110,15","67,64","681,92",,"449,72","303,89","256,03",,,"242,95","170,62",,,"6845,5",,"15220,45",,"5,4762","3,9951","6,4267","7,3638",
2026-01-01,,,,,,"88731,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02,,"96,03",,"91,13","986,3","89944,7","11,16","42,25","144,99","315,15",97,"157,8","81,56","67,23",,"71,68","39,15","419,5","106,2","69,12","650,41","472,94","188,85","613,12","110,17","69,03","683,17","41,97","438,07","319,61","251,6","72,38","106,45","240,53","170,52","108,9",160539,"6858,47",,"15252,82",,"5,517","4,0182","6,4767","7,4328",
2026-01-03,,,,,,"90603,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-04,,,,,,"91413,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,,"97,22",,"94,3","1053,2","93882,55","11,19","43,91","147,56","316,54","97,46","157,35","83,71","71,57",,"72,33","39,72","419,42","106,5","67,94","658,79","472,85","188,12","617,99","110,19","72,51","687,72","42,24","451,67","322,25","257,31","73,12","103,35","239,25","172,3","109,45",161870,"6902,05",,"15349,78",,"5,4216","3,9456","6,406","7,3003",
2026-01-06,,"97,88",,"93,23",1061,"93729,03","11,12","44,43","147,4","314,34","98,54","157,12","84,62","72,88",,"72,47","39,96","419,5","105,93","67,84","660,62","478,51","187,24","623,42","110,19","77,39","691,81","42,08","432,96","327,43","254,35","75,87","103,1","246,2","172,64","109,58",163664,"6944,82",,"15446,03",,"5,4075","3,9231","6,3291","7,318",
2026-01-07,,"97,18",,"91,75","1051,8","91308,05",11,"44,55","147,62","321,98","98,16","156,93","83,81","71,34",,"72,24","39,32","419,2","105,2","67,54","648,69","483,47","189,11","624,02","110,21","74,52","689,58","41,35","431,41","318,68","256,67","76,32","102,2","243,78","172,96","109,38",161975,"6920,93",,"15392,99",,"5,372","3,8856","6,2735","7,2411",
2026-01-08,,"97,19",,"94,02",1013,"91027,13","10,95","44,96","148,31","325,44","97,79","156,99","84,28","70,16",,"72,32","39,93","419,07","105,1","69,37","646,06","478,11","185,04","620,47","110,22","73,2","689,51","40,54","435,8","318,01","252,38","75,58","101,8","247,13","172,22","109,2",162937,"6921,46",,"15394,18",,"5,3839","3,8822","6,2814","7,2458",
2026-01-09,,"97,61",,"94,47","1081,6","90513,1","10,96","45,53","152,23","328,57","97,59","156,5","84,89","70,47",,"72,74","39,85","420,55","105,44","70,51","653,06","479,28","184,86","626,65","110,25","75,99","694,07","40,07","445,01","323,63","250,71","74,72","103,85","248,94","173,22","109,98",163370,"6966,28",,"15494,51",,"5,3866","3,8816","6,2735","7,2307",
2026-01-10,,,,,,"90386,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11,,,,,,"90827,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-12,,"98,96",,"94,44","1086,4","91192,99","10,9","47,55","153,43","331,86","97,86","156,37","86,49","70,79",,"73,13","39,49","421,84","105,89","70,5","641,97","477,18","184,94","627,17","110,26","81,08","695,16","40,1","448,96","331,77","248,92","74,74","102,5","248,66","174,04","109,75",163150,"6977,27",,"15520,26",,"5,3703","3,8554","6,2485","7,1891",
2026-01-13,,"98,2",,"93,16","1102,6","95321,78","10,72","46,67","153,4","335,97","98,32","156,65","86,36","70,59",,"72,84","39,17","420,6","105,75","71,24","631,09","470,67","185,81","626,24","110,26","82,55","693,77","39,65","447,2","331,21","247,49","75,35","102,1","246,34","173,8","110,13",161973,"6963,74",,"15490,45",,"5,3737","3,8678","6,2617","7,2357",
2026-01-14,,"98,49",,"92,32","1084,2","96929,33","10,74","47,49","154,37","335,84","98,33","156,75","87,23","71,35",,"73,11","39,6","419,67","105,61","71,44","615,52","459,38","183,14","619,55","110,27","88,78","690,36","39,78","439,2","327,11","245,49","78,92","103,7","249,31","173,06","110,13",165146,"6926,6",,"15408,15",,"5,3713","3,8631","6,2461","7,2113",
2026-01-15,,"99,22",,"91,45","1149,4","95551,19","10,79","46,76","155,45","332,78","98,35","156,56","86,71","73,68",,"72,96","39,94","419,25","105,38","70,48","620,8","456,66","187,05","621,78","110,28","87,48","692,24","39,88","438,57","341,64","244,34","78,85","102,85","249,22","174,42","110,6",165568,"6944,47",,"15448,3",,"5,3961","3,8832","6,2775","7,2464",
2026-01-16,,"98,74",,"91,58","1167,2","95525,12","10,77","46,04","155,63",330,"98,55","156,81","86,27","73,36",,"73,2","39,61","419,15","105,61","70,44","620,25","459,86","186,23","621,26","110,31","85,05","691,66","39,5","437,5","342,4","240,14","78,88","101,4","249,47","173,84","110,6",164800,"6940,01",,"15439,47",,"5,3679","3,8615","6,2267","7,1826",
2026-01-17,,,,,,"95099,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,,,,,,"93634,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-19,,,,,"1120,4","92553,59","10,79","48,25",,,"99,08","156,71",,,,,"39,55",418,"106,28",,,,,,,,,"39,85",,,,"78,57","98,6",,"172,46","109,5809",164849,,,,,"5,3677","3,8557","6,216","7,1831",
2026-01-20,,"97,55",,"91,32",1140,"88310,91","10,86",49,"152,26",322,"98,55",157,"89,55","71,51",,"72,12","39,92","411,52","106,33","71,75","604,12","454,52","178,07","608,06","110,32","89,65","677,58","40,06","419,25","327,16","240,61","80,08","97,36","248,12","172,08","109,081",166277,"6796,86",,"15121,52",,"5,3687","3,865","6,2422","7,2032",
2026-01-21,,"98,93",,"94,65","1154,8","89376,96","11,16","48,8","154,07","328,38","97,96","156,92","90,87","75,8",,"72,86","41,67","411,4","105,9","72,01","612,96","444,11","183,32","616,28","110,34","88,11","685,4","40,71","431,44","326,12","238,23","82,5","98,86","252,77","172,18","109,081",171817,"6875,62",,"15297,02",,"5,3743","3,8822","6,2972","7,2237",
2026-01-22,,"99,55",,"97,17","1176,4","89462,45","11,47","49,88","154,69","330,54","98,28","156,97","92,56","77,21",,"73,23","43,08","411,44","105,96","71,87","647,63","451,14","184,84","620,76","110,34","91,47","688,98","42,22","449,36","327,37","241,1","82,98","105,3","251,5","173,78","109,181",175589,"6913,35",,"15381,22",,"5,3188","3,8394","6,2035","7,1276",
2026-01-23,,"100,14",,"97,6","1178,2","89503,88","11,71","50,29","151,67","327,93","99,1","157,4","93,79","77,58",,"73,71","43,57","411,55","106,31","72,88","658,76","465,95","187,67","622,72","110,37","97,54","689,23","43,03","449,06","334,87","245,73","85,02","105,5","250,6","173,74","109,5",178859,"6915,61",,"15387,63",,"5,2837","3,8287","6,2035","7,1329",
2026-01-24,,,,,,"89110,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-25,,,,,,"86572,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-26,,"100,11",,"99,31",1178,"88267,14","11,42","51,63",150,"333,26","98,62","157,37","95,18","75,35",,"74,23","44,15","412,7","106,4","72,56","672,36","470,28","186,47","625,46","110,38","103,3","692,73","43,28","435,2","332,71","245,63","83,07","104,15","251,54","174,92","109,5",178721,"6950,23",,"15464,66",,"5,2889","3,8573","6,179","7,2179",
2026-01-27,,"102,01",,"102,94","1217,6","89102,57","11,63","52,96","150,58","334,55","98,5","157,37","97,48","75,48",,"75,38","45,32",407,"106,33","73,55","672,97","480,58","188,52","631,13","110,4","106,7","695,49","44,16","430,9","338,34","245,52","84,9","102,3","249,63","176,28","109,32",181919,"6978,6",,"15527,82",,"5,2791","3,8454","6,2617","7,2098",
2026-01-28,,"102,68",,"102,07","1194,4","89184,57","11,59","54,25","149,51","336,01","98,66","157,35","101,25","75,45",,"74,5","46,34","407,47","106,75","73,06","668,73","481,63","191,52","633,22","110,4","110,87","695,42","43,25","431,46","342,3","243,18","86,97","102,85","253,5","175,78","109,71",184691,"6978,03",,"15526,69",,"5,1836","3,8102","6,2228","7,1658",
2026-01-29,,"102,26",,"101,47",1192,"84561,59","11,51","54,17","151,52","338,25","98,5","157,2","101,57","75,66",,"74,91","46,15","406,4","106,75","73,43","738,31","433,5","192,51","629,43","110,41","110,85","694,04","42,63","416,56","339,55","239,27","87,41","103,55","244,21","174,54","110,25",183134,"6969,01",,"15506,84",,"5,1971","3,8357","6,2189","7,1788",
2026-01-30,,"100,29",,"98,2","1215,6","84128,66","11,48","47,51","152,73",338,"98,86","157,5","91,2","74,88",,"74,23","45,5","410,65","106,95","74,81","716,5","430,29","191,13","621,87","110,44","79,2","691,97","41,63","430,41","330,56","220,3","84,32","102,65","244,23","174,7","110,75",181364,"6939,03",,"15441,15",,"5,1892","3,8429","6,2035","7,1531",
2026-01-31,,,,,,"78621,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-01,,,,,,"76974,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-02,,"100,56",,"97,33","1224,8","78688,77","11,6",47,"153,69","343,69","97,17","156,92","87,57","75,27",,"74,85","45,88","412,2","106,09","75,33","706,41","423,37","185,61","626,14","110,12","76,1","695,41","42,27","421,81","341,36","221,81","84,82","102,75",251,"175,3","110,7",182793,"6976,44",,"15525,11",,"5,255","3,8562","6,175","7,1957",
2026-02-03,,"100,78",,"96,86","1190,4","75633,55","11,84","48,87","156,38","339,71","97,13","157,11","93,03","74,93",,"74,55","46,14","407,85","105,69","76,89","691,7","411,21","180,34","616,52","110,13","80,84","689,53","42,38","421,96","335,75","212,17","88,99","102,25","243,57","174,88","110,7",185674,"6917,81",,"15394,75",,"5,2594","3,8436","6,1996","7,1839",
2026-02-04,,"99,51",,"95,35","1140,6","73019,7","11,56","49,04","160,04","333,04","96,47","156,95","92,92","73,44",,"74,62","44,62","406,29","105,3","77,35","668,99","414,19","174,19","605,75","110,13","83,14","686,19","41,48","406,01","325,74","200,76","89,43",106,"240,97","174,2","110,55",181708,"6882,72",,"15316,75",,"5,2375","3,8369","6,1843","7,1633",
2026-02-05,,"99,09",,"91,5","1149,6","62702,1","11,53","47,7","157,91","331,25","95,53","156,91","90,53","69,49",,"73,59","45,52","402,92","105,42","78,51","670,21","393,67","171,88","597,03","110,16",70,"677,62","41,7","397,21","330,73","193,24","86,45","102,1","242,62","172,7","110,64",182127,"6798,4",,"15129,23",,"5,238","3,8295","6,1767","7,1475",
2026-02-06,,"101,71",,"93,16","1193,8","70555,39","11,35","50,96","163,63","322,86","95,03",157,"93,24","74,59",,"75,03","46,75","406,5","105,58","79,03","661,46","401,14","185,41","609,65","110,18","73,67","690,62","41,51","411,11","348,85","195,59","85,63","100,75","224,17","174,68","110,37",182950,"6932,3",,"15427,83",,"5,2705","3,8411","6,2035","7,1263",
2026-02-07,,,,,,"69281,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-08,,,,,,"70264,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09,,"102,38",,"95,3","1204,8","70120,78","11,42","52,66","165,06","324,32","95,55","157,04","95,63","78,42",,"75,86","48,31","406,3","105,39","77,97","677,22","413,6","190,04","614,32","110,2","79,81","693,95","42,45","417,32","355,41","205,03","87,31","100,9","219,87","176,7","110,4",186241,"6964,82",,"15501,65",,"5,2159","3,8144","6,1915","7,0998",
2026-02-10,,"102,66",,"95,77",1193,"68793,96","11,45","52,14","166,56","318,58","95,6","156,66","94,71","77,2",,"75,56","48,42","405,75","105,04","76,81","670,72","413,27","188,54","611,47","110,2","77,07","692,12","42,58","425,21","361,91","210,71","87,05","104,55","220,08","177,22","110,3",185929,"6941,81",,"15451,32",,"5,1916","3,8236","6,1728","7,0972",
2026-02-11,,"104,51",,"95,61","1207,8","66991,97","11,92",55,"166,65","310,96","95,45","156,78","95,76","76,35",,"75,74","49,37","404,45","105,3","78,6","668,69","404,37","190,05","613,11","110,21","80,41","691,96","44,42","428,27","374,09","203,89","90,09","103,55","215,68","177,1","110,32",189699,"6941,47",,15451,,"5,1962","3,8307","6,1746","7,0845",
2026-02-12,,"103,34",,"91,29","1179,8","66221,84","11,85","48,18","166,25",309,"95,88","156,5","92,48","73,06",,"75,12","48,24","400,25","105,58",79,"649,81","401,84","186,94","600,64","110,22","71,07","681,27","43,87","417,07","368,1","190,36","89,23","102,3","218,15","175,38","110,52",187766,"6832,76",,"15210,3",,"5,1987","3,827","6,169","7,0771",
2026-02-13,,"103,65",,"92,39","1190,4","68857,84","11,76","51,95","166,85","305,72","96,17","156,88","94,75","74,75",,"75,16","47,77","401,52","106,1","78,68","639,77","401,32","182,81","601,92","110,27","73,22","681,75","43,6","417,44","366,36","193,67","87,03","103,1","219,03","175,46",111,186464,"6836,17",,"15220,13",,"5,2139","3,8263","6,1805","7,1002",
2026-02-14,,,,,,"69767,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-15,,,,,,"68788,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-16,,,,,1195,"68843,16",,,,,,,,,,,,,,,,,,,,,,,,,,,"102,3",,"174,92",,,,,,,"5,2179","3,8286","6,1525","7,123",
2026-02-17,,"103,42",,"90,7","1199,2","67494,22",,"50,09","164,89","302,02",,,"91,82","73,29",,"75,64",,,,"79,56","639,29","396,86","184,97","601,3","110,28","69,7","682,85",,"410,63","364,2","193,87",,"103,95","216,25","174,86",,,"6843,22",,"15237,84",,"5,2439","3,8414","6,2073","7,1458",
